id,tweet_id,retweet_count,tweet_created,tweet_location,text,airline,airline_sentiment
9116,570208640520622080,0,2015-02-24 05:08:28 -0800,"Greenville, SC",@USAirways why aren't you updating flight status/delays?,US Airways,-1
9117,570208313163550721,0,2015-02-24 05:07:10 -0800,"Greenville, SC",@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out,US Airways,-1
9119,570206113783795713,0,2015-02-24 04:58:26 -0800,"Greenville, SC",@USAirways pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4Unu,US Airways,-1
9120,570205604314255360,0,2015-02-24 04:56:24 -0800,,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy,US Airways,-1
9121,570205370649604096,0,2015-02-24 04:55:28 -0800,"Greenville, SC",@USAirways 5203 and we're just sitting 20 feet from an open gate,US Airways,-1
9122,570204219191504896,0,2015-02-24 04:50:54 -0800,,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,US Airways,-1
9123,570203789963218944,0,2015-02-24 04:49:12 -0800,"millville,nj",@USAirways what's wrong with the plane? Flt 581,US Airways,-1
9124,570203037823836160,0,2015-02-24 04:46:12 -0800,Carmen SanDiego,"@USAirways @united two broken airplanes, two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college. 👍",US Airways,-1
9125,570199481943261184,0,2015-02-24 04:32:04 -0800,,@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am,US Airways,-1
9127,570197868813918208,0,2015-02-24 04:25:40 -0800,,"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!",US Airways,-1
9128,570196428364111873,0,2015-02-24 04:19:56 -0800,,"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question",US Airways,-1
9133,570184073139912704,0,2015-02-24 03:30:51 -0800,"Cleveland, Ohio",@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail,US Airways,-1
9135,570177698166923267,0,2015-02-24 03:05:31 -0800,"Crofton, Maryland",@USAirways nope not yet...,US Airways,-1
9136,570157409458642944,0,2015-02-24 01:44:54 -0800,Kentucky,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.,US Airways,-1
9137,570157210183069696,0,2015-02-24 01:44:06 -0800,Kentucky,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic",US Airways,-1
9139,570156777297350656,0,2015-02-24 01:42:23 -0800,Kentucky,@usairways Thanks so much for ruining my vacation. I really couldn't have done it without you.,US Airways,-1
9140,570151995472027649,0,2015-02-24 01:23:23 -0800,"Durham, NC",@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,US Airways,-1
9141,570151703410053120,0,2015-02-24 01:22:13 -0800,"Durham, NC",@USAirways some flexibility on your part would be nice. This is why I love @SouthwestAir. They're flexible &amp; not trying to take all my $.,US Airways,-1
9142,570133607223840768,0,2015-02-24 00:10:19 -0800,"Oswego, NY",@USAirways Excited that I'll be flying from Syracuse to interview in Dallas on Friday for the FA position- this is a goal &amp; dream of mine!,US Airways,1
9145,570119853312311296,0,2015-02-23 23:15:40 -0800,"Vancouver, Canada","@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",US Airways,1
9146,570114300888678401,0,2015-02-23 22:53:36 -0800,Stafford VA,@USAirways are people going to answer our calls?,US Airways,-1
9147,570114273021534209,0,2015-02-23 22:53:29 -0800,,@USAirways pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail,US Airways,-1
9148,570110504254857217,0,2015-02-23 22:38:31 -0800,,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,US Airways,-1
9150,570109961511895040,0,2015-02-23 22:36:21 -0800,,@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,US Airways,-1
9155,570105696219308033,0,2015-02-23 22:19:24 -0800,,@USAirways can't get back lost time,US Airways,-1
9157,570104544622981122,0,2015-02-23 22:14:50 -0800,,@USAirways - thanks however I feel like the system has failed me -- what is the solution?,US Airways,-1
9158,570101746590093312,0,2015-02-23 22:03:43 -0800,,@USAirways my bag landed 1 day Late Flight at sfo at 11:40am. How can it be 10:01pm and I still don't have it? Flight 719 2/22/14,US Airways,-1
9161,570091270334509056,0,2015-02-23 21:22:05 -0800,"Porkhampton, England",@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?,US Airways,-1
9162,570085837821632512,0,2015-02-23 21:00:30 -0800,,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death.",US Airways,-1
9163,570085644015419393,0,2015-02-23 20:59:43 -0800,,"@USAirways  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note.",US Airways,-1
9164,570085487261700096,0,2015-02-23 20:59:06 -0800,,@USAirways  I've never been treated this badly,US Airways,-1
9167,570085132251598850,0,2015-02-23 20:57:41 -0800,,@USAirways   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles,US Airways,-1
9170,570084406204997632,0,2015-02-23 20:54:48 -0800,,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail,US Airways,-1
9171,570084337099673600,0,2015-02-23 20:54:32 -0800,,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied",US Airways,-1
9175,570083761582428160,0,2015-02-23 20:52:15 -0800,,"@USAirways  - I had 20,748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I",US Airways,-1
9176,570083548364992512,0,2015-02-23 20:51:24 -0800,,@usairways - It's all automated and no one cares to understand the problem I'm having,US Airways,-1
9177,570083458925490176,0,2015-02-23 20:51:02 -0800,"Dallas, TX ",@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),US Airways,-1
9178,570083021099032576,0,2015-02-23 20:49:18 -0800,Pennsylvania,"@USAirways Houston hub Aa T. Employee the bag is not here, It made it to Pa before me! Oops not your problem http://t.co/Uld0hWFkfo",US Airways,-1
9181,570081545211375616,0,2015-02-23 20:43:26 -0800,"New Orleans, LA",@USAirways I've flown US Airways at least five times. Every single time has been like this. Actions speak louder than words.,US Airways,-1
9182,570081206412431360,0,2015-02-23 20:42:05 -0800,,@USAirways flight from Bhm delayed 5hrs! Connect flgt left us in clt at a motel,US Airways,-1
9183,570079855821389824,0,2015-02-23 20:36:43 -0800,Maryland,"@USAirways membership has no privileges anymore - my son is in the army, short window to see him - NO help.",US Airways,-1
9184,570079508797243392,0,2015-02-23 20:35:21 -0800,Maryland,@USAirways honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else.,US Airways,-1
9185,570078379421990912,0,2015-02-23 20:30:51 -0800,Knoxville,@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??,US Airways,-1
9186,570078355770339328,0,2015-02-23 20:30:46 -0800,"Denver, CO",@USAirways yay for glitchy tracking system!  My bags made it to my destination and not Laguardia like the app said!,US Airways,-1
9192,570075916430397440,0,2015-02-23 20:21:04 -0800,,"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed",US Airways,-1
9194,570075456302649344,0,2015-02-23 20:19:14 -0800,,@USAirways terrible service,US Airways,-1
9198,570073473952968705,0,2015-02-23 20:11:22 -0800,,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,US Airways,-1
9199,570072227942674432,0,2015-02-23 20:06:25 -0800,Maryland,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum",US Airways,-1
9203,570070449406812160,0,2015-02-23 19:59:21 -0800,,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++,US Airways,-1
9204,570069362310324224,1,2015-02-23 19:55:02 -0800,"Denver, NC","@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What’s up?",US Airways,-1
9206,570067865946234883,0,2015-02-23 19:49:05 -0800,"Irvine, Ca","@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.",US Airways,-1
9207,570064017022181376,1,2015-02-23 19:33:47 -0800,,@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,US Airways,-1
9208,570063683256242177,0,2015-02-23 19:32:28 -0800,,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.,US Airways,-1
9210,570061033253023744,0,2015-02-23 19:21:56 -0800,,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.,US Airways,-1
9212,570060752926728192,0,2015-02-23 19:20:49 -0800,,@USAirways travel agency said that if usairways accept we will refund money i dont understand why dont u refund,US Airways,-1
9213,570060273798631424,0,2015-02-23 19:18:55 -0800,"Austin, TX | Atlanta, GA","@USAirways Yes &amp; have already spent 1K+ on the card &amp; paid the $89 annual fee, but the 50K miles have not shown up. Want to fly AUS --&gt; ATL",US Airways,-1
9214,570060272049778688,0,2015-02-23 19:18:54 -0800,,@USAirways no i use to skyscanner and travel agency and i called u . You said you should call travel agency but,US Airways,-1
9215,570058295689523200,0,2015-02-23 19:11:03 -0800,,"@USAirways finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks.",US Airways,-1
9217,570057520162721792,0,2015-02-23 19:07:58 -0800,Southeastern United States,@USAirways well I thought they had hours ago but just found out that no I do not have a seat,US Airways,-1
9219,570056859698270208,0,2015-02-23 19:05:21 -0800,"Crofton, Maryland","@USAirways yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing!",US Airways,-1
9222,570054266267811840,0,2015-02-23 18:55:02 -0800,"Knoxville, TN","@USAirways no worries, your flight attendant took care of it.",US Airways,1
9224,570052124010278912,0,2015-02-23 18:46:32 -0800,,@USAirways I've been on hold for over an hour.  Not doing so well in the customer service department.  #weak,US Airways,-1
9225,570051488875020288,0,2015-02-23 18:44:00 -0800,"Irvine, Ca",@USAirways - 53 minutes on hold for a reservation?,US Airways,-1
9226,570050881879568384,1,2015-02-23 18:41:35 -0800,,@USAirways @joyadventuremom there are breastfeeding momma's watching this story all over the country! Better work on a faster response :),US Airways,-1
9227,570048851295383552,0,2015-02-23 18:33:31 -0800,"Austin, TX | Atlanta, GA",@USAirways #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today,US Airways,-1
9231,570047733236695040,0,2015-02-23 18:29:05 -0800,"Bedford, NH",@USAirways @AmericanAir now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell,US Airways,-1
9232,570045890750230529,0,2015-02-23 18:21:45 -0800,"Columbia, South Carolina","@USAirways hi, Im trying to speak with someone to book travel for a minor. The phone keeps disconnecting. Please advise. Website wont allow.",US Airways,-1
9233,570045818205384704,1,2015-02-23 18:21:28 -0800,"ÜT: 38.8676126,-77.0831512",@USAirways did a pre schooler develop your app? The thing crashes every single time.,US Airways,-1
9235,570043607954137090,1,2015-02-23 18:12:41 -0800,,@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys.,US Airways,-1
9237,570043114058076160,0,2015-02-23 18:10:43 -0800,,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?,US Airways,-1
9238,570042796624777216,1,2015-02-23 18:09:28 -0800,,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,US Airways,-1
9239,570038112166002688,0,2015-02-23 17:50:51 -0800,,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers",US Airways,-1
9240,570037369841135616,0,2015-02-23 17:47:54 -0800,"Los Angeles, CA",@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?,US Airways,1
9241,570033719609827328,1,2015-02-23 17:33:24 -0800,"Crofton, Maryland",@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain,US Airways,-1
9243,570030761539182592,0,2015-02-23 17:21:38 -0800,Earth ,@USAirways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening,US Airways,-1
9244,570030590466121728,0,2015-02-23 17:20:58 -0800,"Charleston, SC and the Earth",@USAirways good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?,US Airways,1
9245,570030173300658176,0,2015-02-23 17:19:18 -0800,"Rochester, NY",@USAirways changed our flight 6 times in 1 trip. Bumped to @Delta now &amp; having great experience. Never. Flying. US Air again. Never.,US Airways,-1
9246,570030083093729280,1,2015-02-23 17:18:57 -0800,,@USAirways I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best,US Airways,-1
9248,570024174162485251,0,2015-02-23 16:55:28 -0800,Southeastern United States,@USAirways sat on the ramp for 45 min and missed my connection. No one seems to concerned at usairways.,US Airways,-1
9249,570023602793238528,0,2015-02-23 16:53:12 -0800,,@USAirways It's very difficult to work with Baggage claims when they don't answer the phone,US Airways,-1
9253,570021485466685440,0,2015-02-23 16:44:47 -0800,"Florida Raised, NYC Based ","Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.",US Airways,-1
9255,570020147827752961,0,2015-02-23 16:39:28 -0800,BTR/DCA/IAD/MSY - etc,"@USAirways should, but didn’t.",US Airways,-1
9259,570019459244691456,1,2015-02-23 16:36:44 -0800,,@USAirways i have been patient.. especially the first time. i will never fly with you again,US Airways,-1
9261,570018892031991808,0,2015-02-23 16:34:28 -0800,"Las Vegas, NV",@USAirways I just want to be heard and to discuss the many issues on my trip,US Airways,-1
9262,570018836239364096,1,2015-02-23 16:34:15 -0800,,@USAirways what's up with flight 5545 no gate agent or plane at PHX B18?  Nice customer service.,US Airways,-1
9265,570015794387685376,0,2015-02-23 16:22:10 -0800,NY,@USAirways yes I know the industry procedure on baggage. Thanks for helping..... 😉 what about the impossible connection that started this?,US Airways,-1
9266,570015715530395648,0,2015-02-23 16:21:51 -0800,New Mexico,@USAirways I agree but per the captain this issue happened before boarding &amp; we all sat in the plane for almost 2 hrs,US Airways,-1
9268,570015373447159808,0,2015-02-23 16:20:30 -0800,"Las Vegas, NV",@USAirways 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations@usairways.com unmonitored. BAD,US Airways,-1
9269,570015223408668672,0,2015-02-23 16:19:54 -0800,,@USAirways Thanks! Sent you DM re: baggage issues.,US Airways,1
9270,570013961808187393,1,2015-02-23 16:14:53 -0800,,"@USAirways i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them.",US Airways,-1
9271,570013535696232449,0,2015-02-23 16:13:11 -0800,BTR/DCA/IAD/MSY - etc,@USAirways and yet the Flight Attendant argued with me over Exec Plat benefits...,US Airways,-1
9272,570013472093642752,0,2015-02-23 16:12:56 -0800,,@USAirways please stop asking me each week to place my bag in the size check #ITFITS http://t.co/AUrn07pWD4,US Airways,-1
9276,570012047917907969,0,2015-02-23 16:07:17 -0800,Rhode Island,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight.",US Airways,-1
9277,570011533205336064,0,2015-02-23 16:05:14 -0800,"philadephia, pa","@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?",US Airways,-1
9285,570007297927221249,1,2015-02-23 15:48:24 -0800,"Las Vegas, NV",@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable,US Airways,-1
9286,570005034340974592,0,2015-02-23 15:39:25 -0800,,@USAirways customer service at its best! Rachel S.  took great care of us at the PHX airport. http://t.co/HG7vEqhGHy,US Airways,1
9288,570004421352001536,0,2015-02-23 15:36:58 -0800,,@USAirways  I will never fly us airways again.,US Airways,-1
9289,570003343222964224,1,2015-02-23 15:32:41 -0800,,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays,US Airways,-1
9292,570001064424026112,0,2015-02-23 15:23:38 -0800,at the rink,"@USAirways yes, thanks but took forever",US Airways,-1
9297,569997350493663233,0,2015-02-23 15:08:53 -0800,"Denver, CO",@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.,US Airways,-1
9299,569993444342534144,1,2015-02-23 14:53:21 -0800,,@USAirways I am so disappointed with the service I received with you on my travels to NC these past few days .. you lost my baggage twice.,US Airways,-1
9301,569992662779961344,0,2015-02-23 14:50:15 -0800,"Florida Raised, NYC Based ",.@USAirways Have you just given up?,US Airways,-1
9302,569992620744708096,1,2015-02-23 14:50:05 -0800,"Florida Raised, NYC Based ",.@USAirways and then you said I could move my Thursday flight for free if I CALL A NUMBER. And then you HANG UP ON ME.,US Airways,-1
9305,569992362728005632,0,2015-02-23 14:49:03 -0800,"Philadelphia, PA USA",Great management of @USAirways twitter account. Thank you.,US Airways,1
9306,569992234801737728,0,2015-02-23 14:48:33 -0800,,@USAirways why is it impossible to change / buy preferred seats via your app?,US Airways,-1
9314,569987511830904832,0,2015-02-23 14:29:47 -0800,The Shire,@USAirways IT HAS BEEN FOUND THANK YOU,US Airways,1
9318,569986344484794369,0,2015-02-23 14:25:09 -0800,NY,@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.,US Airways,-1
9319,569985838689456128,0,2015-02-23 14:23:08 -0800,NYC,"@USAirways do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!",US Airways,-1
9320,569985813712392194,0,2015-02-23 14:23:02 -0800,,@USAirways And you took away my 1st class seat.  Love being a Chairman Preferred and assigned row 24 seat B middle seat,US Airways,-1
9321,569985760482365440,0,2015-02-23 14:22:49 -0800,BTR/DCA/IAD/MSY - etc,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.,US Airways,-1
9322,569985288992264192,0,2015-02-23 14:20:57 -0800,Does it really matter,@USAirways PLANS CHANGED! IS THAT WHAT U CALL NOT BEIN ABLE 2 PARK ON TIME PLANES W A 2 HR LAYOVER N B ABLE 2 MAKE UR CONNECTION! #seriously,US Airways,-1
9323,569985270415818752,0,2015-02-23 14:20:52 -0800,"Brooklyn, NY",@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help!,US Airways,-1
9325,569984789798899712,0,2015-02-23 14:18:58 -0800,Washington D.C.,@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,US Airways,1
9326,569984789673078785,0,2015-02-23 14:18:58 -0800,TLH,@USAirways would help if you flew bigger planes into TLH. All my team mates made it to the training but me.,US Airways,-1
9328,569984162377003008,0,2015-02-23 14:16:28 -0800,"Miami, Florida, USA",@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.,US Airways,-1
9333,569980923179094016,0,2015-02-23 14:03:36 -0800,,@USAirways I'll check it out when I get to the airport. Thanks.,US Airways,1
9334,569980771424976896,0,2015-02-23 14:03:00 -0800,Washington D.C.,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.,US Airways,-1
9335,569980561344897024,0,2015-02-23 14:02:10 -0800,Washington D.C.,@USAirways - HA! flight to CTL delayed! Going to miss connection. Can you please transfer me to another airline asap? http://t.co/1XdLbiBClP,US Airways,-1
9336,569978187465166848,0,2015-02-23 13:52:44 -0800,"Spokane, Washington","@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos.",US Airways,1
9338,569976848786034688,0,2015-02-23 13:47:25 -0800,Cali native now in Charlotte,@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines.,US Airways,-1
9339,569976124278640640,0,2015-02-23 13:44:32 -0800,BTR/DCA/IAD/MSY - etc,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain.",US Airways,-1
9340,569975515974656000,0,2015-02-23 13:42:07 -0800,,@USAirways 4 great flights with no delays! Thank you!,US Airways,1
9341,569975508756267008,0,2015-02-23 13:42:05 -0800,,@USAirways been on hold for 45 minutes. Is there a better time to call? This is getting ridiculous,US Airways,-1
9346,569972250385862656,0,2015-02-23 13:29:08 -0800,Does it really matter,@USAirways only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags,US Airways,-1
9347,569971550008573953,0,2015-02-23 13:26:21 -0800,South,@USAirways I will never fly @USAirways again,US Airways,-1
9351,569970977368645632,0,2015-02-23 13:24:05 -0800,,@USAirways thank you for putting me on a flight that will be leaving Late Flightr than the original flight I was booked on.,US Airways,-1
9355,569970608693493760,0,2015-02-23 13:22:37 -0800,,"@USAirways even if I was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me.",US Airways,-1
9356,569970518381744128,0,2015-02-23 13:22:15 -0800,,@USAirways you are supposed to be in the business of belong customers; not humiliating them,US Airways,-1
9357,569970287493705728,0,2015-02-23 13:21:20 -0800,,@USAirways this is no way to treat women.  I want someone to contact me and explain how they will make this acceptable.,US Airways,-1
9359,569970117154484224,0,2015-02-23 13:20:40 -0800,Carmen SanDiego,@USAirways @united really know how to leave someone stranded after a funeral. Props to you guys. Really making this the perfect Monday.,US Airways,-1
9362,569969386062266368,0,2015-02-23 13:17:45 -0800,,@USAirways owes Tammy from the Winston-Salem call center for keeping me as a customer!,US Airways,1
9363,569969218306904067,0,2015-02-23 13:17:05 -0800,,@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c,US Airways,-1
9364,569969062228439040,0,2015-02-23 13:16:28 -0800,,@USAirways with such disrespect I cannot even begin to explain. He has an issue with women and he literally yelled at me and pulled me off,US Airways,-1
9365,569969045946175490,0,2015-02-23 13:16:24 -0800,The Shire,@USAirways what happens if it isn't located,US Airways,-1
9366,569968886227050496,0,2015-02-23 13:15:46 -0800,,@USAirways I want to speak with someone immediately. I am shaking with rage. I offered to hate check my bag and Derrick bussey treated me,US Airways,-1
9368,569968609440563201,0,2015-02-23 13:14:40 -0800,Does it really matter,@USAirways is okay for u 2 Cancelled Flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time,US Airways,-1
9369,569967974284713984,0,2015-02-23 13:12:09 -0800,,@USAirways Thanks but when I asked for a change with no cost for you the only desition was nade by computer. Now is Late Flight,US Airways,-1
9371,569967808446009345,0,2015-02-23 13:11:29 -0800,Does it really matter,@USAirways if you actually cared about what you did it would be one thing. Sounds like you don't like being told how lousy your service is.,US Airways,-1
9373,569966745982791680,0,2015-02-23 13:07:16 -0800,,@USAirways cust svc just let it slip that previous cust svc lied to me about supervisors &amp; corporate ph#. $200 to change a $130 tix? No thx.,US Airways,-1
9376,569964389660540928,0,2015-02-23 12:57:54 -0800,YouTube.com/VOiceofBrian,@USAirways please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople,US Airways,-1
9377,569963395652280320,0,2015-02-23 12:53:57 -0800,,@USAirways I made it! Thanks for the help!,US Airways,1
9378,569962709057298432,0,2015-02-23 12:51:13 -0800,,@USAirways - Huge props to Parizad at checkin in Sacramento for her help on Friday to get 3 of us home when other airlines were delayed,US Airways,1
9385,569960024455454721,0,2015-02-23 12:40:33 -0800,"Arlington, VA","@USAirways customer service failure aside, one would think you guys would care about inaccurate manifests. I'm sure TSA would.",US Airways,-1
9386,569959975566467072,0,2015-02-23 12:40:22 -0800,Does it really matter,@USAirways I find it funny that @PHLAirport responds but you don't. Your customer service is the worst. #wedontcarebecauseyoupaidalready,US Airways,-1
9387,569959415433965569,0,2015-02-23 12:38:08 -0800,Does it really matter,@USAirways I get some bs from a guy at the door says door closes 10 minutes before it backs out. Yet I know for a fact it was 5 people short,US Airways,-1
9388,569959393917149189,0,2015-02-23 12:38:03 -0800,"Philadelphia, PA",@USAirways our flight was rebooked with you and we want to change our seats or upgrade to 1st class. Can you help? Phones are down.,US Airways,-1
9390,569958552493793280,0,2015-02-23 12:34:42 -0800,North Carolina,@USAirways @CLTDouglas slowest baggage claim ever,US Airways,-1
9391,569958301443739650,0,2015-02-23 12:33:43 -0800,Washington D.C.,@USAirways Don't blame it on weather. Rep at counter cost me entire day - not weather.  Printed Boarding Pass too Late Flight. #TakeResponsibility,US Airways,-1
9392,569957315568394242,0,2015-02-23 12:29:47 -0800,,@USAirways too Late Flight.,US Airways,-1
9393,569956170393194496,0,2015-02-23 12:25:14 -0800,,@USAirways delays due to refueling are out of your control? If that's true I never want to fly US Airways again,US Airways,-1
9396,569951958552805376,0,2015-02-23 12:08:30 -0800,"ÜT: 42.076557,-76.770488",@USAirways how about now getting us the rest of our bags please? We only received 2 of 5. Can you help with that?,US Airways,-1
9397,569951021398683650,0,2015-02-23 12:04:47 -0800,,@usairways im trying to get my dads wheelchair and no one is answering at Dulles.we have tried to call back on.multiple times,US Airways,-1
9399,569950482665308160,0,2015-02-23 12:02:38 -0800,,"@USAirways - thanks, I hope so. Maybe you can put in a good word for me? ;-)",US Airways,1
9401,569949968750010370,0,2015-02-23 12:00:36 -0800,The Shire,@USAirways you guys lost my luggage,US Airways,-1
9402,569949405136232449,0,2015-02-23 11:58:21 -0800,,@USAirways US 728/Feb 21 Kim Y says: leaving on 15 minutes once paperwork is done. Wheels up ~ 1.5 hours Late Flightr.,US Airways,-1
9403,569949007465844736,0,2015-02-23 11:56:47 -0800,,@USAirways US 728/Feb 21 Hour 6 on plane when US Airways representative Kim Y enters deteriorating picture. Unhelpful with no assurances.,US Airways,-1
9405,569948119712063489,0,2015-02-23 11:53:15 -0800,,@USAirways US 728/Feb 21. Ground power shorts again for the third time. Weary German passenger deplanes. Makes me jealous. Auf wiedersehen!,US Airways,-1
9407,569947048574758912,0,2015-02-23 11:49:00 -0800,VA,@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable,US Airways,-1
9410,569946740855582722,0,2015-02-23 11:47:46 -0800,,@USAirways US 728. One water run of the planet's smallest water bottles. Applaud you looking out for the environment.,US Airways,-1
9411,569946472751476737,0,2015-02-23 11:46:42 -0800,,"@USAirways US 728. Nope, not getting off. 3 hours in the plane. 4 pilot announcements. One water run of the planet's smallest water bottles.",US Airways,-1
9415,569944996616351746,0,2015-02-23 11:40:50 -0800,Wherever my breath takes me ,@USAirways I spent an hour on the phone with them and got no where at all,US Airways,-1
9416,569944514137362432,0,2015-02-23 11:38:55 -0800,,"@USAirways US 728 then lost ground power three different times. Not only grounded endlessly; now without air, lights, entertainment.",US Airways,-1
9417,569944182011379712,0,2015-02-23 11:37:36 -0800,,"@USAirways US 728 pilot started the flight by announcing arrival into Gatwick, not Heathrow. Moments of concern for all aboard.",US Airways,-1
9418,569943857418399746,0,2015-02-23 11:36:19 -0800,,@USAirways US 728 stated their issues as: no one around to close said door. More strange. Now we're not hearing from pilot for long periods.,US Airways,-1
9419,569943774253621248,0,2015-02-23 11:35:59 -0800,,@USAirways Seat 8D on Flight 545 last night is the worst seat I've ever been in.  No leg room! #dividendsmember http://t.co/NUhpLNXRIq,US Airways,-1
9420,569943434536091649,1,2015-02-23 11:34:38 -0800,TotalWorldJaxxination,@USAirways One of your workers was very rude with us. We can tell you in DM cuz it won't be any good publicity...,US Airways,-1
